# wavelength_nm   slope_a   correlation_r
    799.0000  +7.44316820e-01  +9.92779168e-01
    801.0000  +8.06180653e-01  +9.96904045e-01
    803.0000  +7.83642222e-01  +9.95948078e-01
    805.0000  +8.12222626e-01  +9.97412351e-01
    807.0000  +7.69033214e-01  +9.94757428e-01
    809.0000  +8.67213192e-01  +9.98876857e-01
    811.0000  +7.95562478e-01  +9.96148432e-01
    813.0000  +7.62861157e-01  +9.94454110e-01
    815.0000  +7.74542356e-01  +9.95368329e-01
    817.0000  +7.66522245e-01  +9.94921469e-01
    819.0000  +9.18143272e-01  +9.99687469e-01
    821.0000  +8.80647622e-01  +9.99387268e-01
    823.0000  +8.69054176e-01  +9.99227468e-01
    825.0000  +7.95993775e-01  +9.97139548e-01
    827.0000  +7.43018978e-01  +9.93925439e-01
    829.0000  +7.59471674e-01  +9.95260766e-01
    831.0000  +8.38591452e-01  +9.98438993e-01
    833.0000  +8.58236724e-01  +9.98841616e-01
    835.0000  +8.21035750e-01  +9.98146673e-01
    837.0000  +7.86963590e-01  +9.96884003e-01
    839.0000  +9.20750093e-01  +9.99682604e-01
    841.0000  +7.74713947e-01  +9.96538029e-01
    843.0000  +8.76592375e-01  +9.99496558e-01
    845.0000  +7.70359669e-01  +9.96654056e-01
    847.0000  +8.31173996e-01  +9.98809748e-01
