# wavelength_nm   slope_a   correlation_r
    721.0000  +1.06470983e+00  +9.97347281e-01
    723.0000  +1.09975218e+00  +9.96381622e-01
    725.0000  +1.11081165e+00  +9.95603723e-01
    727.0000  +1.10184581e+00  +9.95909165e-01
    729.0000  +1.00948651e+00  +9.98547540e-01
    731.0000  +1.07014905e+00  +9.96872380e-01
    733.0000  +1.06696751e+00  +9.96638767e-01
    735.0000  +1.09031933e+00  +9.96117353e-01
    737.0000  +1.09369907e+00  +9.95654378e-01
    739.0000  +1.00461117e+00  +9.98191923e-01
    741.0000  +9.08598246e-01  +9.99630392e-01
    743.0000  +1.01934186e+00  +9.97414839e-01
    745.0000  +1.03528321e+00  +9.97014656e-01
    747.0000  +1.06229693e+00  +9.95965937e-01
    749.0000  +1.03480124e+00  +9.96543645e-01
    751.0000  +1.03202448e+00  +9.96645703e-01
    753.0000  +1.04467988e+00  +9.95917774e-01
    755.0000  +1.06156827e+00  +9.95287577e-01
    757.0000  +1.03356787e+00  +9.96264626e-01
    759.0000  +1.02439187e+00  +9.96536384e-01
    761.0000  +1.02362502e+00  +9.96399717e-01
    763.0000  +1.03055725e+00  +9.96062233e-01
    765.0000  +1.04306844e+00  +9.95146492e-01
    767.0000  +9.28325356e-01  +9.98610170e-01
    769.0000  +1.03644593e+00  +9.95365874e-01
    771.0000  +9.85467630e-01  +9.97214500e-01
    773.0000  +1.00105108e+00  +9.96243531e-01
    775.0000  +9.58077213e-01  +9.97743369e-01
    777.0000  +1.04168793e+00  +9.93892676e-01
    779.0000  +1.01476220e+00  +9.95309902e-01
    781.0000  +1.01927244e+00  +9.95153332e-01
    783.0000  +9.77260428e-01  +9.96429544e-01
    785.0000  +9.80008172e-01  +9.96152335e-01
    787.0000  +1.02350719e+00  +9.94820551e-01
    789.0000  +1.01908056e+00  +9.95252382e-01
    791.0000  +9.77826422e-01  +9.96924780e-01
    793.0000  +9.22778493e-01  +9.98244146e-01
    795.0000  +9.18909185e-01  +9.98413203e-01
    797.0000  +9.94865912e-01  +9.95896065e-01
    799.0000  +1.00283413e+00  +9.95315629e-01
    801.0000  +9.50442197e-01  +9.96934243e-01
    803.0000  +9.65441392e-01  +9.96340378e-01
    805.0000  +9.45735495e-01  +9.96927499e-01
    807.0000  +9.82536894e-01  +9.95951596e-01
    809.0000  +9.17211494e-01  +9.98084882e-01
    811.0000  +9.68955986e-01  +9.96472655e-01
    813.0000  +9.80403411e-01  +9.95706695e-01
    815.0000  +9.69535402e-01  +9.96039458e-01
    817.0000  +9.69640471e-01  +9.96000457e-01
    819.0000  +8.52575307e-01  +9.98978418e-01
    821.0000  +8.83730204e-01  +9.98431277e-01
    823.0000  +8.75112637e-01  +9.98425823e-01
    825.0000  +9.26361576e-01  +9.96795765e-01
    827.0000  +9.63035901e-01  +9.95636440e-01
    829.0000  +9.50971500e-01  +9.95982600e-01
    831.0000  +9.08817064e-01  +9.97643546e-01
    833.0000  +8.78650872e-01  +9.98330329e-01
    835.0000  +9.13813621e-01  +9.97326178e-01
    837.0000  +9.30485771e-01  +9.96641212e-01
    839.0000  +8.55805527e-01  +9.99044352e-01
    841.0000  +9.28630692e-01  +9.96438930e-01
    843.0000  +8.63344914e-01  +9.98383137e-01
    845.0000  +9.12368361e-01  +9.96121008e-01
    847.0000  +8.69869656e-01  +9.97740410e-01
